user_id,from_loc,to_loc
756668128.0,"Morrisville, NC","Summerville, SC"
658834346.0,"West Palm Beach, FL","New Haven, CT"
4062360341.0,"Honolulu, HI","Columbia, SC"
1802019977.0,"Atlanta, GA","Decatur, AL"
4042499376.0,"Houston, TX","Reno, NV"
1605969358.0,"Palmdale, CA","Bend, OR"
1184737621.0,"South Lake Tahoe, CA","Sunnyvale, CA"
811133121.0,"Rockville, MD","Palatine, IL"
1830679309.0,"Duarte, CA","Santa Barbara, CA"
1909137387.0,"DeLand, FL","Charlotte, NC"
1059688487.0,"Houston, TX","Orlando, FL"
3971213237.0,"Sacramento, CA","Olympia, WA"
1732189908.0,"Kissimmee, FL","North Haven, CT"
178223241.0,"Colorado Springs, CO","Aurora, CO"
1083608781.0,"Boston, MA","Sarasota, FL"
3968486444.0,"Augusta, ME","Toms River, NJ"
3639705671.0,"La Mesa, CA","Jacksonville, FL"
676042993.0,"Mount Pleasant, SC","Indianapolis, IN"
690116414.0,"Brownsville, TX","Seattle, WA"
1212870577.0,"Las Vegas, NV","San Francisco, CA"
4059330655.0,"Fleming Island, FL","Frankfort, IL"
3819573258.0,"Cedar Rapids, IA","Margate, FL"
4006269429.0,"Alameda, CA","Victorville, CA"
1622735923.0,"Baltimore, MD","Sarasota, FL"
2010478593.0,"Miami, FL","Arlington, VA"
3984869186.0,"Reston, VA","Dallas, TX"
1080320999.0,"Denver, CO","Irving, TX"
1923117935.0,"Tustin, CA","New York, NY"
733331340.0,"Atlanta, GA","Plano, TX"
2281170070.0,"Rockford, IL","Miami, FL"
3033207238.0,"New York, NY","San Francisco, CA"
643067974.0,"Houston, TX","Ormond Beach, FL"
1554773358.0,"Albuquerque, NM","Framingham, MA"
3334063521.0,"Miami Beach, FL","Alexandria, VA"
1067121893.0,"Chesapeake, VA","Philadelphia, PA"
3625078714.0,"Davis, CA","San Jose, CA"
1183512616.0,"Seattle, WA","Buena Park, CA"
1884439250.0,"Fleming Island, FL","Grand Prairie, TX"
3621250456.0,"Orlando, FL","Hialeah, FL"
4038468327.0,"Roswell, NM","Dallas, TX"
2885207417.0,"Honolulu, HI","Alexandria, VA"
3853761804.0,"Columbus, GA","Atlanta, GA"
4029067610.0,"Dallas, TX","Mountain View, CA"
3220097042.0,"Carlsbad, CA","El Paso, TX"
1021414259.0,"Santa Clara, CA","Honolulu, HI"
4012217645.0,"San Leandro, CA","Portland, OR"
2009087016.0,"Blue Springs, MO","Orlando, FL"
4001118339.0,"Jacksonville, FL","Norfolk, VA"
3938622918.0,"Newton, MA","Los Angeles, CA"
1183898683.0,"Chillicothe, OH","Hollywood, FL"
1616690930.0,"Yuma, AZ","Alexandria, VA"
1184368016.0,"Escondido, CA","Cypress, CA"
2049480926.0,"Dallas, TX","San Antonio, TX"
3866520576.0,"San Jose, CA","Bothell, WA"
3928047871.0,"Arlington, TX","Houston, TX"
2269851703.0,"Atlanta, GA","Bothell, WA"
3795373397.0,"Pottstown, PA","Sarasota, FL"
1030327995.0,"Santa Cruz, CA","Modesto, CA"
1857727772.0,"Anaheim, CA","Las Vegas, NV"
3079697279.0,"San Marcos, CA","Minneapolis, MN"
3964426639.0,"Wilmington, DE","Jacksonville, FL"
698320048.0,"Boulder, CO","Cambridge, MA"
1301041680.0,"Tuscaloosa, AL","Montgomery, AL"
3648940197.0,"West Fargo, ND","Titusville, FL"
3658842175.0,"Grand Prairie, TX","Goodyear, AZ"
1727030267.0,"New York, NY","Middletown, CT"
1451659879.0,"Austin, TX","Denton, TX"
3707207661.0,"New York, NY","Los Angeles, CA"
3044998855.0,"Asheville, NC","Myrtle Beach, SC"
1453081082.0,"Alameda, CA","Pittsburgh, PA"
1443700987.0,"Greenville, NC","Raleigh, NC"
750574430.0,"Arlington, VA","Daytona Beach, FL"
4023568946.0,"Los Angeles, CA","Burlingame, CA"
779984886.0,"Little Rock, AR","El Dorado, AR"
18260530.0,"Moline, IL","Knoxville, TN"
2714821602.0,"Philadelphia, PA","Warren, MI"
1847298237.0,"Jersey City, NJ","Philadelphia, PA"
998113145.0,"New York, NY","Deerfield Beach, FL"
723993974.0,"San Francisco, CA","Davis, CA"
772761836.0,"Claremont, CA","San Francisco, CA"
3588628122.0,"San Diego, CA","Pomona, CA"
2268602130.0,"Weslaco, TX","Oklahoma City, OK"
1252057566.0,"Statesville, NC","Jacksonville, FL"
3951540470.0,"Miami, FL","Riviera Beach, FL"
20703714.0,"Knoxville, TN","Indianapolis, IN"
3944986675.0,"Naples, FL","Cary, IL"
2328778124.0,"Lake Worth, FL","East Orange, NJ"
3081952671.0,"Chicago, IL","Madison, WI"
1870593808.0,"Riviera Beach, FL","Evanston, IL"
858602472.0,"San Antonio, TX","Austin, TX"
3081797263.0,"Alabaster, AL","Auburn, AL"
3182052847.0,"Fort Myers, FL","Fort Lauderdale, FL"
3695651357.0,"Dallas, TX","Santa Clara, CA"
4177018243.0,"Portland, OR","Santa Monica, CA"
1102240744.0,"Glendale, AZ","Seattle, WA"
1590572756.0,"Southfield, MI","Cincinnati, OH"
2176864274.0,"Harlingen, TX","Montgomery, IL"
2603577296.0,"Sunnyvale, CA","Anchorage, AK"
778210915.0,"Camas, WA","Palm Desert, CA"
1899021748.0,"Tupelo, MS","Hot Springs, AR"
705606064.0,"Centennial, CO","Las Vegas, NV"
1840729907.0,"Urbandale, IA","Omaha, NE"
2815617899.0,"Chicago, IL","Pembroke Pines, FL"
997152017.0,"Odessa, TX","Houston, TX"
3821113926.0,"Martinsburg, WV","Dedham, MA"
3695669120.0,"Chillicothe, OH","Cincinnati, OH"
861727821.0,"Austin, TX","Houston, TX"
1706397565.0,"Denver, CO","Portland, OR"
1358977936.0,"Placentia, CA","San Diego, CA"
778004254.0,"Las Vegas, NV","Lakewood, CA"
1783381944.0,"Hilton Head Island, SC","Columbus, OH"
4013740060.0,"Austin, TX","Galveston, TX"
3314597159.0,"Irvine, CA","San Diego, CA"
3802350554.0,"Raleigh, NC","Bellevue, WA"
2313077387.0,"Carrollwood, FL","Douglasville, GA"
3884885291.0,"Miami, FL","Madison Heights, MI"
3463947121.0,"Gahanna, OH","Athens, OH"
1659175221.0,"Cincinnati, OH","Columbus, OH"
733884028.0,"Orlando, FL","Cincinnati, OH"
726452697.0,"Tallahassee, FL","Alexandria, VA"
1412838237.0,"San Francisco, CA","Englewood, CO"
1367646041.0,"Burbank, CA","Atlanta, GA"
3433329349.0,"Chicago, IL","South Bend, IN"
1859547066.0,"Fullerton, CA","San Diego, CA"
730520096.0,"Northbrook, IL","Cocoa, FL"
925444036.0,"Melrose, MA","Tampa, FL"
1845750173.0,"Fort Lauderdale, FL","Urbandale, IA"
729062381.0,"Grayslake, IL","Fitchburg, WI"
1900645242.0,"Orlando, FL","Commack, NY"
3834079133.0,"Englewood, CO","Los Angeles, CA"
3917267378.0,"Seattle, WA","Modesto, CA"
678573784.0,"Lake Forest, CA","Boston, MA"
3833520557.0,"Thousand Oaks, CA","Dubuque, IA"
1409969730.0,"Los Angeles, CA","Miami Beach, FL"
1924567648.0,"San Jose, CA","Portland, OR"
1358348055.0,"Baltimore, MD","Seattle, WA"
3808423661.0,"Oakland Park, FL","Providence, RI"
3605333121.0,"Norwalk, CT","Boston, MA"
3810070796.0,"Aurora, CO","Portland, OR"
1599992141.0,"Los Angeles, CA","San Diego, CA"
1842111272.0,"Scottsdale, AZ","Joliet, IL"
3687721129.0,"Littleton, CO","Phoenix, AZ"
739533619.0,"Cambridge, MA","Sarasota, FL"
1328471677.0,"Graham, WA","Huntington Beach, CA"
3366182117.0,"Phoenix, AZ","Albuquerque, NM"
986948708.0,"Arlington, TX","San Diego, CA"
1556585540.0,"League City, TX","Orlando, FL"
3455677617.0,"Glendale, AZ","Houston, TX"
2053251413.0,"Ladera Ranch, CA","Dallas, TX"
1035878550.0,"Plano, TX","Tulsa, OK"
3467877535.0,"Boone, NC","Asheville, NC"
437717819.0,"Kalamazoo, MI","Hobbs, NM"
3839157348.0,"Renton, WA","Glendale, CA"
1097578746.0,"Arlington, VA","Richmond, VA"
4037249912.0,"Las Vegas, NV","Erlanger, KY"
2005888076.0,"Newport, RI","Hartford, CT"
3127042806.0,"Atlanta, GA","Greenville, SC"
1475409846.0,"McKinney, TX","Clermont, FL"
1151168097.0,"Sarasota, FL","Westport, CT"
2289560608.0,"Bedford, TX","Brentwood, NY"
4069387628.0,"Bradenton, FL","Kissimmee, FL"
3476808558.0,"West Bend, WI","Chicago, IL"
1195097697.0,"Kalamazoo, MI","Naples, FL"
3857402426.0,"Los Angeles, CA","Tucson, AZ"
1270300482.0,"Raleigh, NC","Walnut, CA"
3966399925.0,"Haslett, MI","Venice, FL"
733292813.0,"North Ogden, UT","Las Vegas, NV"
770204799.0,"Trenton, NJ","Melbourne, FL"
3431728820.0,"Seattle, WA","San Francisco, CA"
1567968322.0,"Anaheim, CA","San Diego, CA"
1961354.0,"Longview, TX","Lufkin, TX"
4144777091.0,"Lubbock, TX","Dallas, TX"
3350850798.0,"Brooklyn Center, MN","Hialeah, FL"
2468928960.0,"Las Vegas, NV","Newark, NJ"
1981241933.0,"Cambridge, MA","Philadelphia, PA"
3710456229.0,"Manhattan Beach, CA","New York, NY"
2220098279.0,"Tampa, FL","Cleveland, OH"
3612317625.0,"Worcester, MA","Kirkland, WA"
1026306536.0,"West Hollywood, CA","Dallas, TX"
1568228743.0,"Houston, TX","New York, NY"
3090267038.0,"Philadelphia, PA","Boca Raton, FL"
3349631490.0,"Greensboro, NC","Charlotte, NC"
661054481.0,"Menlo Park, CA","Bremerton, WA"
3958073104.0,"Valparaiso, IN","Los Angeles, CA"
3619318354.0,"Fort Wayne, IN","Kalamazoo, MI"
2456767601.0,"Hilton Head Island, SC","Canton, OH"
3724919017.0,"Sarasota, FL","Madison, WI"
2154546984.0,"Fresno, CA","Anaheim, CA"
1372147346.0,"Upland, CA","Mountain View, CA"
1236662385.0,"Evanston, IL","Green Bay, WI"
2967959099.0,"Park Ridge, IL","Lansing, MI"
2980714.0,"Las Vegas, NV","San Antonio, TX"
4178047662.0,"Honolulu, HI","Fremont, CA"
760369345.0,"Palm Harbor, FL","Kissimmee, FL"
736973824.0,"Atlanta, GA","Tallahassee, FL"
3563620469.0,"Shawnee, OK","Sapulpa, OK"
3244900927.0,"Casa Grande, AZ","Carlsbad, CA"
1766211791.0,"Los Angeles, CA","San Diego, CA"
185632333.0,"Moorpark, CA","Anaheim, CA"
1438787143.0,"Los Angeles, CA","Camden, NJ"
3894853519.0,"Bellevue, WA","Scottsdale, AZ"
1926421744.0,"Houston, TX","Huntsville, TX"
3896570882.0,"San Jose, CA","San Diego, CA"
1736833384.0,"Duluth, GA","Fort Lauderdale, FL"
3431836676.0,"New Albany, IN","Simpsonville, SC"
3514468555.0,"Chicago, IL","Slidell, LA"
1491702086.0,"Phoenix, AZ","Culver City, CA"
3698847861.0,"Fort Wayne, IN","Maricopa, AZ"
1167112590.0,"Phoenix, AZ","Tucson, AZ"
3953792490.0,"Tampa, FL","Beaverton, OR"
1171749459.0,"Deerfield Beach, FL","New York, NY"
3983050808.0,"Lakeland, FL","Venice, FL"
892801299.0,"Houston, TX","Santa Monica, CA"
18496342.0,"Santa Monica, CA","San Francisco, CA"
3435872372.0,"Baton Rouge, LA","San Antonio, TX"
761024436.0,"Oxnard, CA","Orlando, FL"
3955297951.0,"Miami, FL","Charlotte, NC"
1977100529.0,"Boston, MA","Gulfport, MS"
1621375913.0,"Mesa, AZ","Nampa, ID"
1097180359.0,"Miami, FL","Denver, CO"
1732030444.0,"Aurora, CO","Phoenix, AZ"
1514566373.0,"Alamo, TX","Canyon Lake, TX"
3934024250.0,"Fort Myers, FL","Pittsburgh, PA"
1443298586.0,"Foster City, CA","Dallas, TX"
736082529.0,"Youngstown, OH","San Diego, CA"
1170921696.0,"Palm Desert, CA","Tacoma, WA"
3408146565.0,"Littleton, CO","Phoenix, AZ"
1145917822.0,"Romulus, MI","Huntsville, AL"
3799768519.0,"Venice, FL","San Francisco, CA"
2644998349.0,"Anthem, AZ","Yuma, AZ"
4191988280.0,"Shreveport, LA","Alexandria, LA"
1083608781.0,"Sarasota, FL","Newton, MA"
1057774510.0,"Livermore, CA","West Sacramento, CA"
1210017215.0,"Spartanburg, SC","North Augusta, SC"
14689248.0,"Honolulu, HI","Denver, CO"
1901687276.0,"New York, NY","Houston, TX"
1835357922.0,"Gainesville, FL","Alafaya, FL"
3347727648.0,"Grand Prairie, TX","Norwalk, CA"
2126229902.0,"Fort Myers, FL","Nicholasville, KY"
2009087016.0,"Orlando, FL","Blue Springs, MO"
1416581862.0,"Davis, CA","San Jose, CA"
1689867578.0,"Los Altos, CA","Rocklin, CA"
1375765462.0,"Cedar Park, TX","San Francisco, CA"
729207433.0,"San Diego, CA","Des Plaines, IL"
1592249884.0,"Santa Monica, CA","Westmont, IL"
3890958826.0,"Newport News, VA","Killeen, TX"
1273467573.0,"Durango, CO","Oceanside, CA"
1403771948.0,"Middletown, DE","Greensboro, NC"
1428184333.0,"Rancho Mirage, CA","Chicago, IL"
720835751.0,"Austin, TX","Burbank, CA"
3648514506.0,"Gainesville, FL","Schaumburg, IL"
3595970117.0,"Lakewood, CO","Phoenix, AZ"
3171521153.0,"Peoria, AZ","Brunswick, OH"
3527748790.0,"San Antonio, TX","Cedar Park, TX"
1907991640.0,"Anaheim, CA","Glen Burnie, MD"
4084058032.0,"Montgomery, AL","Merritt Island, FL"
436660747.0,"Minot, ND","Los Angeles, CA"
1197952020.0,"Austin, TX","Cuyahoga Falls, OH"
1843317467.0,"Albuquerque, NM","Bloomington, IL"
1610992387.0,"San Francisco, CA","Seattle, WA"
1962473437.0,"Palo Alto, CA","San Dimas, CA"
1565927777.0,"Key West, FL","Miami Beach, FL"
1542348494.0,"Naperville, IL","Michigan City, IN"
3863098580.0,"Colorado Springs, CO","Denver, CO"
4250028135.0,"Orlando, FL","Pittsburgh, PA"
4106045462.0,"Claremont, CA","Bellevue, WA"
1830679309.0,"Santa Barbara, CA","Duarte, CA"
107250334.0,"Chula Vista, CA","Livermore, CA"
3805077663.0,"Atlanta, GA","Greenville, SC"
1557561225.0,"Seattle, WA","Boston, MA"
3866520576.0,"Bothell, WA","San Jose, CA"
2200559484.0,"Des Moines, IA","Panama City, FL"
3955877463.0,"Philadelphia, PA","New Orleans, LA"
4047047016.0,"Newport, RI","San Diego, CA"
1554773358.0,"Framingham, MA","Albuquerque, NM"
1228108064.0,"Tacoma, WA","San Francisco, CA"
4006082234.0,"Columbia, SC","Charleston, SC"
3920017820.0,"Atlantic City, NJ","Valley Stream, NY"
2958847473.0,"Salt Lake City, UT","Oakland, CA"
735947437.0,"New Haven, CT","Milpitas, CA"
1778567782.0,"Lewiston, ID","Redwood City, CA"
3214669481.0,"Broken Arrow, OK","Tucson, AZ"
1097148705.0,"Melbourne, FL","Durham, NC"
2049480926.0,"San Antonio, TX","Dallas, TX"
1263670433.0,"Sierra Vista, AZ","Grand Prairie, TX"
2472137988.0,"Dallas, TX","Houston, TX"
798747801.0,"New York, NY","Philadelphia, PA"
1537168821.0,"San Jose, CA","New York, NY"
3414030749.0,"South Bend, IN","San Francisco, CA"
3528364751.0,"Clearwater, FL","Orlando, FL"
1864588239.0,"Sunnyvale, CA","Honolulu, HI"
3070678045.0,"Meridian, MS","New Orleans, LA"
1910823335.0,"Meridian, MS","New Orleans, LA"
1189917048.0,"San Francisco, CA","Sacramento, CA"
1855325664.0,"Fresno, CA","Elk Grove, CA"
1749952438.0,"Seattle, WA","Atlanta, GA"
1158542439.0,"West Palm Beach, FL","Philadelphia, PA"
1406281283.0,"Los Angeles, CA","Palm Springs, CA"
1693755131.0,"Trenton, MI","Erie, PA"
3903479678.0,"Fort Lauderdale, FL","Cleveland, OH"
4177018243.0,"Santa Monica, CA","Portland, OR"
1310901415.0,"San Jose, CA","Chandler, AZ"
3496446850.0,"Portland, OR","Dunwoody, GA"
1594402569.0,"Chandler, AZ","Albuquerque, NM"
1098459080.0,"Carlsbad, CA","Arcadia, CA"
2334447189.0,"Raleigh, NC","New York, NY"
3241157533.0,"Torrance, CA","Las Vegas, NV"
1607197921.0,"New York, NY","Temecula, CA"
1268468989.0,"Tampa, FL","Scottsdale, AZ"
1161761282.0,"Houston, TX","Los Angeles, CA"
1865648523.0,"Prattville, AL","Homewood, AL"
3060057136.0,"Denver, CO","Deerfield Beach, FL"
1462731643.0,"Orlando, FL","Dallas, TX"
1364450120.0,"Aiken, SC","Port Charlotte, FL"
1415997218.0,"Detroit, MI","Cleveland, OH"
3967139448.0,"Los Angeles, CA","Santa Barbara, CA"
1114561847.0,"Huntington, WV","Clearwater, FL"
2099295264.0,"Riviera Beach, FL","Dearborn, MI"
3103747139.0,"Fayetteville, NC","Mechanicsville, VA"
3579747369.0,"Lakeland, FL","Modesto, CA"
3524879295.0,"Austin, TX","Brookings, SD"
1417368456.0,"Slidell, LA","Hattiesburg, MS"
2280436405.0,"Tallahassee, FL","Pembroke Pines, FL"
1802966141.0,"Houston, TX","Boston, MA"
721852249.0,"Salt Lake City, UT","Denver, CO"
2765487510.0,"Los Angeles, CA","Atlanta, GA"
2112180779.0,"Chula Vista, CA","Chandler, AZ"
2994002889.0,"Pleasant Grove, UT","San Francisco, CA"
2603577296.0,"Anchorage, AK","Sunnyvale, CA"
3954538982.0,"Los Angeles, CA","Albuquerque, NM"
3795373397.0,"Sarasota, FL","Pottstown, PA"
4152241499.0,"Ogden, UT","New York, NY"
1842372319.0,"Calverton, MD","Albuquerque, NM"
3966400996.0,"Dania Beach, FL","New York, NY"
1682565005.0,"Cary, NC","Miami, FL"
3789188978.0,"Yuma, AZ","Goodyear, AZ"
997152017.0,"Houston, TX","Odessa, TX"
4154238364.0,"Fort Hood, TX","El Paso, TX"
3793572893.0,"Santa Monica, CA","Riverside, CA"
1587659497.0,"Los Angeles, CA","New York, NY"
3892238088.0,"Sarasota, FL","Boston, MA"
2491248032.0,"Los Angeles, CA","Johns Creek, GA"
4334702848.0,"Cedar City, UT","Salt Lake City, UT"
4127398570.0,"Johnstown, PA","New York, NY"
3407547545.0,"Naples, FL","Smithtown, NY"
4049061017.0,"Delray Beach, FL","Orlando, FL"
1066881875.0,"Austin, TX","Norfolk, VA"
7623535.0,"Elko, NV","Reno, NV"
3999469070.0,"Reno, NV","Henderson, NV"
3812643684.0,"Stamford, CT","Berkeley, CA"
3458464848.0,"Sacramento, CA","San Leandro, CA"
1183898683.0,"Hollywood, FL","Chillicothe, OH"
1027507882.0,"Santa Barbara, CA","Pittsburgh, PA"
3707207661.0,"Los Angeles, CA","New York, NY"
3186327718.0,"Columbia, SC","Petersburg, VA"
3803459124.0,"Clovis, CA","Hayward, CA"
1256477322.0,"Kihei, HI","Springfield, OR"
1019138720.0,"Medford, NY","Largo, FL"
3676447130.0,"Santa Rosa, CA","Carmichael, CA"
2873877996.0,"Orlando, FL","Tampa, FL"
861727821.0,"Houston, TX","Austin, TX"
3723558624.0,"Thousand Oaks, CA","McKinney, TX"
1441768895.0,"Chicago, IL","Scottsdale, AZ"
3394913723.0,"Spokane, WA","Ellensburg, WA"
761239677.0,"Rohnert Park, CA","San Jose, CA"
3841048103.0,"San Antonio, TX","Houston, TX"
3560208292.0,"New York, NY","South Portland, ME"
1072481565.0,"Long Beach, CA","Redlands, CA"
750372368.0,"Redondo Beach, CA","San Francisco, CA"
970849996.0,"West Lafayette, IN","Miami, FL"
728797389.0,"Atlanta, GA","Charlotte, NC"
1363987198.0,"Toledo, OH","Cleveland, OH"
3549298401.0,"Naples, FL","Chicago, IL"
3999143212.0,"Atlanta, GA","Trenton, NJ"
722690681.0,"San Francisco, CA","Austin, TX"
4011450237.0,"Mount Vernon, NY","Miami, FL"
2511938424.0,"Hermosa Beach, CA","San Diego, CA"
2188507075.0,"Houston, TX","Ronkonkoma, NY"
2561991257.0,"Atlanta, GA","Macon, GA"
1233449394.0,"Tampa, FL","Orlando, FL"
1183478876.0,"Perrysburg, OH","Batavia, IL"
1042779272.0,"Fort Myers, FL","Riviera Beach, FL"
742121468.0,"Las Vegas, NV","Ponca City, OK"
732627432.0,"Herndon, VA","Greenwood, IN"
1501190370.0,"San Antonio, TX","Dallas, TX"
3847868544.0,"Hayward, CA","Hawthorne, CA"
3449295413.0,"Oakland, CA","San Diego, CA"
4013647077.0,"Lincoln, CA","San Diego, CA"
1070203777.0,"Chandler, AZ","Irvine, CA"
2030027854.0,"Santa Monica, CA","Pleasanton, CA"
4275978043.0,"Orlando, FL","Midvale, UT"
3933860026.0,"Lubbock, TX","Fort Worth, TX"
2668617775.0,"Mesquite, TX","Spring Hill, TN"
3387793070.0,"San Diego, CA","Westminster, CA"
3068451558.0,"Los Angeles, CA","San Francisco, CA"
1879739761.0,"Phoenix, AZ","Prescott Valley, AZ"
1007750796.0,"Bessemer, AL","Charlotte, NC"
1590572756.0,"Cincinnati, OH","Southfield, MI"
1102172129.0,"Detroit, MI","Los Altos, CA"
2468928960.0,"Newark, NJ","Las Vegas, NV"
1048052188.0,"Phoenix, AZ","Santee, CA"
3430948548.0,"Raleigh, NC","Chicago, IL"
57190008.0,"Jacksonville, FL","Dania Beach, FL"
1082469357.0,"Surprise, AZ","Anoka, MN"
1777198149.0,"Charlotte, NC","Cleveland, OH"
676042993.0,"Indianapolis, IN","Mount Pleasant, SC"
3833520557.0,"Dubuque, IA","Thousand Oaks, CA"
1270300482.0,"Walnut, CA","Raleigh, NC"
2721611327.0,"Eugene, OR","Albuquerque, NM"
3989073968.0,"Peoria, IL","Hinsdale, IL"
4349549604.0,"Greenwood, SC","Midlothian, TX"
2327036700.0,"Stockton, CA","San Francisco, CA"
4006189636.0,"Orlando, FL","Chaska, MN"
3673908478.0,"Rochester, MN","Seattle, WA"
1949017090.0,"Highlands Ranch, CO","Eden Prairie, MN"
74576541.0,"Issaquah, WA","Atlanta, GA"
1260819781.0,"San Diego, CA","Richmond, VA"
3900438815.0,"Jacksonville, NC","Myrtle Beach, SC"
3971069360.0,"Eugene, OR","Beaverton, OR"
3884387421.0,"Pearland, TX","San Antonio, TX"
776314277.0,"Salem, OR","Anchorage, AK"
772761836.0,"San Francisco, CA","West Covina, CA"
1192573012.0,"Garner, NC","Danville, VA"
18260530.0,"Knoxville, TN","East Moline, IL"
1511777869.0,"San Diego, CA","Tukwila, WA"
761208511.0,"New York, NY","Naples, FL"
653058162.0,"Charlotte, NC","Columbia, SC"
3958073104.0,"Los Angeles, CA","Chicago, IL"
4260802275.0,"Harker Heights, TX","Las Vegas, NV"
1035878550.0,"Tulsa, OK","Plano, TX"
3496117067.0,"Dania Beach, FL","New York, NY"
1403111042.0,"Englewood, NJ","Tampa, FL"
3467877535.0,"Asheville, NC","Boone, NC"
3584327686.0,"Westchester, IL","Laredo, TX"
2067467622.0,"Duncanville, TX","Apex, NC"
3447017734.0,"Jefferson City, MO","Greenville, TX"
888181349.0,"New York, NY","Miami, FL"
4184272119.0,"Carbondale, IL","Boston, MA"
1224506376.0,"Honolulu, HI","Sterling, VA"
1942957954.0,"Fort Lauderdale, FL","San Francisco, CA"
4075521633.0,"Long Beach, CA","Covington, KY"
3433564305.0,"Houston, TX","Austin, TX"
726585051.0,"Chicago, IL","Marietta, GA"
730004068.0,"Boston, MA","Baltimore, MD"
1772378682.0,"Carlsbad, NM","Peoria, AZ"
1991007841.0,"Kansas City, MO","Cornelius, NC"
1831157110.0,"Chambersburg, PA","Bethlehem, PA"
2289920265.0,"Irvine, CA","Poway, CA"
3934024250.0,"Pittsburgh, PA","Punta Gorda, FL"
1786277038.0,"Portland, OR","Glen Burnie, MD"
3808423661.0,"Providence, RI","Fort Lauderdale, FL"
1453081082.0,"Pittsburgh, PA","San Francisco, CA"
4010609569.0,"New York, NY","Cockeysville, MD"
2111088309.0,"Auburn, WA","Anchorage, AK"
1394179807.0,"Artesia, CA","Chula Vista, CA"
1922588215.0,"Parker, CO","Bethlehem, PA"
925444036.0,"Tampa, FL","Melrose, MA"
1561263619.0,"East Meadow, NY","Philadelphia, PA"
3435872372.0,"San Antonio, TX","Baton Rouge, LA"
739401287.0,"Orlando, FL","Fort Wayne, IN"
2603702537.0,"Sacramento, CA","Rohnert Park, CA"
2338057050.0,"Las Vegas, NV","Lorton, VA"
1016088362.0,"Chicago, IL","Austin, TX"
1981241933.0,"Philadelphia, PA","Boston, MA"
3605333121.0,"Boston, MA","New Orleans, LA"
4144777091.0,"Dallas, TX","Lubbock, TX"
1028326719.0,"Sunnyvale, CA","Davis, CA"
3408146565.0,"Phoenix, AZ","Littleton, CO"
1151168097.0,"Westport, CT","Northampton, MA"
3349631490.0,"Charlotte, NC","Greensboro, NC"
998762430.0,"Topeka, KS","Junction City, KS"
2176864274.0,"Montgomery, IL","Harlingen, TX"
3237773926.0,"Fort Myers, FL","Gainesville, FL"
998113145.0,"Deerfield Beach, FL","New York, NY"
1610253133.0,"Santa Cruz, CA","Lynnwood, WA"
1083191212.0,"Mission Viejo, CA","Saratoga, CA"
1511249099.0,"Bloomington, IL","Bloomington, IN"
3527455485.0,"Bentonville, AR","South San Francisco, CA"
6896458.0,"Fort Collins, CO","Gillette, WY"
2009988750.0,"Moscow, ID","Salem, OR"
1861167689.0,"New York, NY","Houston, TX"
3182052847.0,"Fort Lauderdale, FL","Estero, FL"
4361499556.0,"Anoka, MN","Grand Forks, ND"
3189727010.0,"Madison, WI","Tucson, AZ"
690568117.0,"Atlanta, GA","Ann Arbor, MI"
3994648741.0,"Philadelphia, PA","Boulder, CO"
177497214.0,"Bellevue, WA","Austin, TX"
3470830899.0,"North Canton, OH","Wildomar, CA"
733036909.0,"College Station, TX","Plano, TX"
1875838024.0,"Fairfield, CA","Los Angeles, CA"
3939419001.0,"Columbia, SC","Petersburg, VA"
1843969431.0,"Las Vegas, NV","Newnan, GA"
4435581029.0,"Las Vegas, NV","Anchorage, AK"
1557593872.0,"Cincinnati, OH","Westerville, OH"
1911547060.0,"Iowa City, IA","Englewood, CO"
3843638233.0,"Jacksonville, FL","Valdosta, GA"
3805003065.0,"Boulder, CO","Tucson, AZ"
56793993.0,"Cleveland, OH","Boca Raton, FL"
357274291.0,"Sunnyvale, CA","Battle Ground, WA"
839357799.0,"San Francisco, CA","La Quinta, CA"
1919487911.0,"Aurora, CO","Los Angeles, CA"
661054481.0,"Bremerton, WA","Palo Alto, CA"
735947437.0,"Milpitas, CA","New Haven, CT"
1254717666.0,"Salt Lake City, UT","Santa Monica, CA"
1645767064.0,"Walnut Creek, CA","Honolulu, HI"
3525927140.0,"Miami, FL","Los Angeles, CA"
2287283916.0,"Covington, KY","Orlando, FL"
3625066206.0,"Watsonville, CA","Oakland, CA"
1961354.0,"Lufkin, TX","Longview, TX"
2790938590.0,"Boulder, CO","Bakersfield, CA"
4212469484.0,"Buena Park, CA","Lawrence, KS"
1835357922.0,"Alafaya, FL","Gainesville, FL"
3255248076.0,"Herriman, UT","Las Vegas, NV"
3334063521.0,"Alexandria, VA","Cary, NC"
1616033327.0,"Vancouver, WA","Tacoma, WA"
1066517847.0,"Frederick, MD","Pittsburgh, PA"
1442850771.0,"Hilliard, OH","Knoxville, TN"
1010051795.0,"Englewood, CO","Fort Collins, CO"
770204799.0,"Melbourne, FL","Trenton, NJ"
1690432774.0,"Lawrence, KS","Wichita, KS"
1911917277.0,"Orlando, FL","La Vergne, TN"
4162642200.0,"Binghamton, NY","Lehigh Acres, FL"
3976501151.0,"Jackson, MI","Pontiac, MI"
4142691970.0,"Brownwood, TX","Houston, TX"
4347147758.0,"Orlando, FL","Wake Forest, NC"
3076777127.0,"Orlando, FL","Hialeah, FL"
3863098580.0,"Denver, CO","Colorado Springs, CO"
3498492995.0,"Houston, TX","New Orleans, LA"
